"","Gene_Symbol","Ensembl_ID","PGG_Family","F_Statistic","P_Value","FDR"
"13697","CNTNAP3P5","ENST00000396599","pgAmat23181.csv","153.165355765636","3.27829273032255e-33","1.63744089495475e-31"
"9986","USP6","ENST00000503214","pgAmat4353.csv","152.988673040593","3.54751791816908e-33","1.76680705077228e-31"
"15716","CTD-2576F9.1","ENST00000554576","pgAmat14.csv","152.62054678269","4.18174016328414e-33","2.07669061787002e-31"
"12672","SLC25A20",NA,"NA","151.019826077028","8.55467603269549e-33","4.2361579139554e-31"
"502","ADGRA3","ENST00000455040","NA","149.87916283402","1.42543302200367e-32","7.0383809960764e-31"
"3937","RBPMS","ENST00000358321","NA","149.801631633972","1.4757945756087e-32","7.26629112697137e-31"
"14552","KCTD9",NA,"NA","149.735268475226","1.52031523340028e-32","7.46422950671127e-31"
"5991","HNRNPF","ENST00000275216","NA","149.418034800618","1.75244866484228e-32","8.57955179201252e-31"
"6226","EZR","ENST00000374403","NA","149.173526608946","1.95532988080439e-32","9.54576581922641e-31"
"2950","AC064853.3","ENST00000227524","NA","149.051930692003","2.06482245151665e-32","1.00519046780594e-30"
"7979","MARCKSL1","ENST00000512058","pgAmat39402.csv","148.999135614409","2.11425507796471e-32","1.02636393981422e-30"
"8655","LINC00032","ENST00000412454","pgAmat21208.csv","148.777643875356","2.33489531830768e-32","1.13029862439757e-30"
"17226","TXNDC17","ENST00000608850","pgAmat3599.csv","148.410192268411","2.75297811634826e-32","1.32896558119359e-30"
"9922","SDHD","ENST00000480063","NA","147.698039497396","3.78880977281876e-32","1.82390558478702e-30"
"9186","CSDE1","ENST00000562272","NA","147.63968183647","3.88930545776089e-32","1.86708269225066e-30"
"9558","UBQLN4",NA,"NA","147.377415281651","4.37495184953915e-32","2.09440215689018e-30"
"2788","GXYLT1P6",NA,"NA","147.355640942714","4.41790487769314e-32","2.10912243359925e-30"
"217","DDX3X",NA,"NA","147.269772499139","4.59145068272601e-32","2.18593528096063e-30"
"17002","DIAPH2","ENST00000397772","pgAmat7189.csv","146.696646504109","5.93835674175807e-32","2.81941431898525e-30"
"14230","OIP5","ENST00000621765","pgAmat2688.csv","146.633241883402","6.10982090581194e-32","2.89287465463677e-30"
"6813","PCNA",NA,"NA","146.102535243961","7.75400457040391e-32","3.66133079195957e-30"
"13316","FBXL5","ENST00000399889","NA","145.121037468291","1.20517339256946e-31","5.67515165405598e-30"
"12527","AADACP1","ENST00000256496","NA","145.054919343389","1.24152856830709e-31","5.83046106453345e-30"
"16477","SACS",NA,"NA","144.74760192773","1.42547024567218e-31","6.67614547038118e-30"
"14505","ZKSCAN7",NA,"NA","144.168691563893","1.84937673095126e-31","8.6380888281891e-30"
"4641","RP11-254A17.1","ENST00000359943","NA","143.836990218452","2.14700608338282e-31","1.00012288768253e-29"
"735","MOCS1P1",NA,"NA","143.704113593568","2.27928943034624e-31","1.05888924557107e-29"
"198","TREH","ENST00000449146","NA","143.652859976875","2.33246948692449e-31","1.08069001804367e-29"
"5477","SNRPB",NA,"NA","142.746618936469","3.50743240389315e-31","1.62073387176688e-29"
"12392","RPL9P25",NA,"NA","142.487027217488","3.94242717228756e-31","1.81688070377263e-29"
"9262","CENPU","ENST00000403621","pgAmat45648.csv","142.424019492297","4.05591761479156e-31","1.86421192071351e-29"
"744","TUBA1C",NA,"NA","141.514242261495","6.11119443232318e-31","2.80142339998433e-29"
"9665","KIF23","ENST00000554908","NA","141.125529282051","7.28171043865481e-31","3.32916719049821e-29"
"7048","CCNG1",NA,"NA","140.794752999657","8.45308974364152e-31","3.85451970843306e-29"
"2769","DRD5P1","ENST00000404520","pgAmat21946.csv","140.598228158105","9.23660992307852e-31","4.20071296554324e-29"
"5850","ZFP2",NA,"NA","140.385747553053","1.01658104775793e-30","4.61116894156235e-29"
"9643","GTF2IRD1","ENST00000493373","NA","140.333792886015","1.04069167383164e-30","4.70817631077447e-29"
"3965","TPRG1L","ENST00000518372","pgAmat2094.csv","139.895979468974","1.26801518165384e-30","5.72162881706047e-29"
"7291","CBX3P2","ENST00000544997","NA","139.886279564451","1.27357864970911e-30","5.73176724590437e-29"
"11109","EEF2KMT","ENST00000284202","NA","139.863455051884","1.28676651350673e-30","5.77607763283724e-29"
"3434","WEE1",NA,"NA","139.717360963584","1.37448026851704e-30","6.15382590686824e-29"
"7822","RERE","ENST00000479329","pgAmat1256.csv","139.652986519233","1.41500786213703e-30","6.31890591045276e-29"
"6822","UHRF1","ENST00000451920","pgAmat5115.csv","139.470217682883","1.53671533963881e-30","6.84472023186545e-29"
"16330","ALG3",NA,"NA","139.367737639552","1.60949059326155e-30","7.15044124235117e-29"
"10844","LYPLA2","ENST00000629144","NA","138.877469977361","2.00838122644591e-30","8.89970368088159e-29"
"14220","SLC39A1",NA,"NA","138.787439827909","2.09174191122046e-30","9.24539225312325e-29"
"14798","MRPL15P1","ENST00000432723","pgAmat12475.csv","138.425068381604","2.46382680844271e-30","1.08622078835477e-28"
"13331","ZFYVE9","ENST00000442212","pgAmat32633.csv","138.238172040392","2.6809560229305e-30","1.17893847298435e-28"
"16377","ACSBG2","ENST00000602584","pgAmat2723.csv","138.216459714053","2.70739245805838e-30","1.18754204213616e-28"
"620","SLC25A39","ENST00000557330","NA","138.061673722054","2.90357812771572e-30","1.2703705621059e-28"
"5066","ATP6V0C","ENST00000254908","NA","138.015684458817","2.96456704373098e-30","1.29377898105452e-28"
"8451","ATIC","ENST00000302386","NA","137.856615135244","3.18558616239111e-30","1.38673299895323e-28"
"10265","RNPS1",NA,"NA","137.779925838086","3.297966259357e-30","1.43204655513085e-28"
"9253","RPL12P30","ENST00000418085","pgAmat15148.csv","137.675369494891","3.45760862477066e-30","1.49760381587184e-28"
"16590","KLHL2","ENST00000425606","NA","137.618919946165","3.54699357702876e-30","1.53247857495528e-28"
"6487","DPY30",NA,"NA","137.462044386708","3.80774161056748e-30","1.6410321823897e-28"
"11590","ITGB1",NA,"NA","137.452167915932","3.82478590107593e-30","1.6442773617511e-28"
"3635","AC013271.3","ENST00000554881","pgAmat5027.csv","137.207249005355","4.27279548521956e-30","1.83231889765668e-28"
"7215","RPL5","ENST00000407745","NA","136.970318283833","4.75616600444959e-30","2.03455596259648e-28"
"9052","EVA1C",NA,"NA","136.835221655376","5.05592444016208e-30","2.15744410308348e-28"
"6506","CRK","ENST00000557016","NA","136.626360604921","5.5570315884365e-30","2.36543398796452e-28"
"2446","RP11-407P15.1","ENST00000543442","NA","136.513580147228","5.84800381154555e-30","2.48317449314816e-28"
"5224","TACC3","ENST00000464146","pgAmat325.csv","136.162905254038","6.85391306891137e-30","2.90316974649329e-28"
"3225","TRAF7",NA,"NA","135.639464366792","8.6869095663625e-30","3.67059098107278e-28"
"11942","PFN1","ENST00000395965","NA","135.559990023692","9.00526445677945e-30","3.79582878883079e-28"
"9275","SCAND2P","ENST00000507778","pgAmat22240.csv","135.341262137307","9.94309086434999e-30","4.18093665006561e-28"
"1492","SNRPE",NA,"NA","135.177945790309","1.07065977263856e-29","4.49105392979115e-28"
"13382","NYAP1","ENST00000533484","pgAmat41573.csv","135.097604676885","1.1103475662758e-29","4.64625342382041e-28"
"962","NUP210","ENST00000494188","NA","135.062995176209","1.12789539808665e-29","4.70828219075689e-28"
"5826","FAM175A","ENST00000373768","NA","135.000603418324","1.16023431842169e-29","4.83160710625629e-28"
"1432","DOCK9","ENST00000631405","NA","134.539240472039","1.43003757898831e-29","5.94084361540288e-28"
"14354","MTX1","ENST00000464696","pgAmat1191.csv","134.532166932034","1.43462986432286e-29","5.94562909238072e-28"
"10261","HMGN1","ENST00000530311","NA","134.373210951287","1.54181481128953e-29","6.37455587768076e-28"
"15114","SAE1","ENST00000566374","NA","133.995544565674","1.82976859898817e-29","7.54703124766435e-28"
"16685","SGCE",NA,"NA","133.414900557361","2.38106313725541e-29","9.79750789001144e-28"
"15584","AP1M2","ENST00000531692","pgAmat6796.csv","133.306588980553","2.50098966539407e-29","1.02665328734775e-27"
"8837","AP000445.1",NA,"NA","133.207107811975","2.61646316406655e-29","1.07150986733171e-27"
"868","LOC100421166","ENST00000449818","pgAmat1214.csv","132.964342475011","2.92117775691177e-29","1.1934703072092e-27"
"10230","KLF7",NA,"NA","132.856349742954","3.0679184061179e-29","1.25046617675777e-27"
"9348","NFE2L2","ENST00000467203","NA","132.68298173277","3.31909137402294e-29","1.34965969707916e-27"
"3427","ERH","ENST00000476715","pgAmat21965.csv","132.337911731203","3.88200150512442e-29","1.57485328665634e-27"
"3615","TUBE1","ENST00000446218","pgAmat4582.csv","131.974193538209","4.57919708485358e-29","1.85334154614613e-27"
"1435","VN1R108P",NA,"NA","131.958149927828","4.6126870142141e-29","1.86253404158056e-27"
"8662","ECT2","ENST00000367612","NA","131.500432415193","5.67880958567576e-29","2.28767336269577e-27"
"5057","HNRNPA3",NA,"NA","131.35989316326","6.05328344837579e-29","2.43285685011233e-27"
"1042","RACGAP1",NA,"NA","131.157355446734","6.63689348569337e-29","2.66122490069032e-27"
"5235","TLN1",NA,"NA","130.839115821127","7.66985746867102e-29","3.06829807346233e-27"
"10934","VN1R20P",NA,"NA","130.748219014903","7.99344188455315e-29","3.19036172399186e-27"
"10655","RPL34",NA,"NA","130.038569652083","1.10380138456965e-28","4.3953676332103e-27"
"17275","ARHGAP21","ENST00000342995","NA","129.65777602903","1.31259679513355e-28","5.21478110655125e-27"
"6318","RCN1P2",NA,"NA","129.566478138753","1.36827743874814e-28","5.42352538909296e-27"
"13288","RP11-583F24.7",NA,"NA","129.553070126306","1.37665161273075e-28","5.44423184695946e-27"
"12759","RIMKLB","ENST00000289731","NA","129.519738825059","1.39769231337144e-28","5.51482158896923e-27"
"13629","ZSCAN12",NA,"NA","129.485655586716","1.41954086560018e-28","5.57727277688762e-27"
"12000","RPL26",NA,"NA","129.484984376744","1.41997455261576e-28","5.57727277688762e-27"
"4086","RP11-382B18.6","ENST00000502875","pgAmat1998.csv","129.479968217799","1.42321983460072e-28","5.5773435785872e-27"
"9772","PRR13","ENST00000603133","NA","129.383040723335","1.48740813072902e-28","5.81569848761516e-27"
"6408","CKS2","ENST00000373044","NA","129.365480676677","1.49934347722379e-28","5.84913182243374e-27"
"6094","AC125232.1","ENST00000570618","NA","129.351169561006","1.50914148858133e-28","5.87409531659067e-27"
"1680","PPIA","ENST00000302278","NA","129.24735150576","1.58216675713655e-28","6.14449570715367e-27"
"13260","TSPAN17","ENST00000603781","pgAmat40160.csv","129.236717067518","1.58984403241983e-28","6.1604673919909e-27"
"2349","TUBG1",NA,"NA","129.163394498362","1.64380296925074e-28","6.35530266545667e-27"
"5609","ADIPOR1",NA,"NA","128.90496733862","1.84903613790338e-28","7.13282199447461e-27"
"13681","RFC2","ENST00000388967","pgAmat28701.csv","128.762956760307","1.97254961855221e-28","7.58826250405304e-27"
"5048","BAK1","ENST00000464073","pgAmat36972.csv","128.759250660976","1.97588133712757e-28","7.58826250405304e-27"
"3084","PTPN11","ENST00000344851","pgAmat1762.csv","128.445783430577","2.27908453798898e-28","8.73329024069303e-27"
"698","RAN","ENST00000433438","NA","128.383987400671","2.34414623068384e-28","8.96272901740668e-27"
"13300","TMEM183A",NA,"NA","128.282955312206","2.45454958616257e-28","9.36413376336898e-27"
"5686","DYNLT1","ENST00000255557","NA","128.10557326708","2.66113628455242e-28","1.01299024822984e-26"
"13883","MTA3",NA,"NA","127.822868637816","3.02699028937121e-28","1.1497240918882e-26"
"2450","BMPR1A","ENST00000621415","pgAmat29227.csv","127.555054239764","3.41995271735519e-28","1.29613208029238e-26"
"6767","COPZ1","ENST00000517602","pgAmat39111.csv","127.188143946315","4.04261175306915e-28","1.5287618450009e-26"
"3019","FEN1","ENST00000430706","NA","127.15330624319","4.1073377722212e-28","1.54984741003334e-26"
"8135","ARL6IP1",NA,"NA","127.070727892111","4.26494013214937e-28","1.60581035650992e-26"
"6753","RP11-252A24.2",NA,"NA","126.910961360535","4.58726353315246e-28","1.72341496478132e-26"
"7782","EIF4A3","ENST00000507324","pgAmat1880.csv","126.807688977592","4.80848544264358e-28","1.80260836051554e-26"
"16206","HNRNPCP2","ENST00000445879","pgAmat13446.csv","126.664154383676","5.13381575214983e-28","1.92040268027388e-26"
"15302","FLT1","ENST00000266088","NA","126.566115828897","5.36861286612315e-28","2.00389562748035e-26"
"6632","PICALM","ENST00000377270","NA","126.406554784607","5.77397669732275e-28","2.1505574414468e-26"
"10093","DYNLL1","ENST00000432054","NA","126.109207554436","6.61298680191708e-28","2.45775565399421e-26"
"13993","SPATA7","ENST00000424054","pgAmat30163.csv","125.52915409956","8.61752279793576e-28","3.19588045051343e-26"
"3457","CHMP4B",NA,"NA","125.19584351136","1.00341245145095e-27","3.71327066080843e-26"
"12425","ESPL1",NA,"NA","125.166300343978","1.01704201628792e-27","3.75566669348029e-26"
"14161","PCDHB18P","ENST00000502313","pgAmat22240.csv","125.087928202486","1.0541039003395e-27","3.88422678159214e-26"
"8317","LRRC37A7P",NA,"NA","125.059395908336","1.06793011015715e-27","3.92680173696507e-26"
"1871","RP1-199J3.5","ENST00000450600","pgAmat14203.csv","124.998756833435","1.09792100021434e-27","4.02850758507522e-26"
"12477","RUVBL2","ENST00000434155","NA","124.862159950251","1.16860671109601e-27","4.27878414855111e-26"
"2352","LIMK1","ENST00000345519","NA","124.840165263604","1.18040715354517e-27","4.31285336735044e-26"
"10030","TFB2M","ENST00000423835","NA","124.80295144997","1.20064534501677e-27","4.37754279590292e-26"
"858","RHOQP3","ENST00000528351","pgAmat39253.csv","124.625600961687","1.30197502257284e-27","4.73699628212711e-26"
"7852","EEF1A1P12",NA,"NA","124.614809318099","1.30841035920202e-27","4.75040920750616e-26"
"15925","PDZD11","ENST00000405188","NA","124.540050121191","1.35387481255472e-27","4.90517075693304e-26"
"1954","RSL24D1P11","ENST00000400428","pgAmat25273.csv","124.185557305571","1.59196343558087e-27","5.7557138271357e-26"
"12639","RP11-15E1.6",NA,"NA","123.510276567242","2.16774919745094e-27","7.82109428608501e-26"
"8208","AMT",NA,"NA","123.485965512704","2.19198374062097e-27","7.89205479279409e-26"
"6931","MTHFD2","ENST00000611990","NA","123.344507046419","2.3384794854384e-27","8.40199635495768e-26"
"7012","NDUFAB1",NA,"NA","123.290053979007","2.39745133242916e-27","8.59600703880513e-26"
"6758","FAHD1","ENST00000221804","NA","123.198256608839","2.50025883940928e-27","8.94606071690914e-26"
"12273","HPRT1","ENST00000420569","pgAmat10289.csv","122.980917338736","2.76162022949714e-27","9.86081008391932e-26"
"2622","GABPA","ENST00000554092","NA","122.480030147997","3.47299967029055e-27","1.23753361447343e-25"
"11510","UFC1",NA,"NA","122.021959155042","4.28323859042464e-27","1.523105541558e-25"
"14315","CNN2P3","ENST00000396959","pgAmat20942.csv","121.60340387171","5.18816220629796e-27","1.84110511805424e-25"
"5332","LDHD","ENST00000273588","NA","121.586402107123","5.22872037387277e-27","1.85169560453421e-25"
"2907","SEC61A1","ENST00000418991","pgAmat3440.csv","121.455428314431","5.55199892425572e-27","1.9621604378116e-25"
"2614","COMMD5","ENST00000261024","NA","121.325970084803","5.89121107554586e-27","2.07779407770579e-25"
"10703","CKAP2L",NA,"NA","121.121210190877","6.4706263733669e-27","2.27750234184372e-25"
"16018","ST13","ENST00000606962","pgAmat13762.csv","121.083563665262","6.58321010922297e-27","2.31241945340633e-25"
"14304","DNM1P46","ENST00000379665","NA","121.072418401176","6.61691550966554e-27","2.31954429691765e-25"
"7973","SVIL","ENST00000420888","NA","120.845882190959","7.34074215398702e-27","2.56807096974096e-25"
"5792","MKI67","ENST00000475254","NA","120.642902141117","8.05644378710403e-27","2.81275679856024e-25"
"5423","GSPT1","ENST00000262646","NA","120.629599455992","8.10571873767318e-27","2.82425466178363e-25"
"5290","GPR89A","ENST00000497311","NA","120.45405355724","8.7849628394148e-27","3.05476313462307e-25"
"102","NCAPG",NA,"NA","120.394830179604","9.02675164616708e-27","3.13253658532248e-25"
"9780","SMS","ENST00000424397","pgAmat34563.csv","120.304452715626","9.40864405281004e-27","3.25852077195718e-25"
"7607","AIMP2","ENST00000505273","pgAmat11511.csv","120.261974836344","9.59368595898042e-27","3.31596161486199e-25"
"8035","MRPL14","ENST00000417526","NA","120.180161276403","9.96041769561e-27","3.43584707815433e-25"
"11709","FTO","ENST00000582658","pgAmat8537.csv","120.08672956541","1.03964371945058e-26","3.57910811943125e-25"
"11137","EEF1A1P5","ENST00000446694","NA","119.819757836145","1.17505978066857e-26","4.03725310725928e-25"
"457","PDIA3",NA,"NA","119.6350015481","1.27898815930032e-26","4.38560979544207e-25"
"9983","XPO6","ENST00000556349","pgAmat19395.csv","119.474864460048","1.37648991372926e-26","4.71059379981567e-25"
"3919","PPP1CA","ENST00000379378","NA","119.326988458174","1.47312737956359e-26","5.03134137818536e-25"
"12103","CAPZA1","ENST00000573757","NA","119.23676607607","1.53539697327334e-26","5.23367465327609e-25"
"12021","OR5E1P","ENST00000233027","NA","119.182376585275","1.5742024366111e-26","5.35538710817184e-25"
"8228","USP5",NA,"NA","119.110974693983","1.62664135344643e-26","5.52291078001201e-25"
"7790","PGAM5","ENST00000418115","NA","119.054000527195","1.66973681143262e-26","5.65811599513305e-25"
"17130","OCIAD2","ENST00000272418","NA","118.795872924539","1.87977217588564e-26","6.35738214161557e-25"
"4341","OSTC","ENST00000454475","pgAmat20942.csv","118.789043722706","1.88567460336028e-26","6.3648883779829e-25"
"14120","MRPL3",NA,"NA","118.634838535094","2.02400976962303e-26","6.8185062063597e-25"
"15819","UBE2S","ENST00000417131","pgAmat27428.csv","118.628426221117","2.02997735584907e-26","6.82530518750654e-25"
"1991","MAP1LC3B",NA,"NA","118.489760133536","2.16342720358821e-26","7.25987357910901e-25"
"5630","CKAP4",NA,"NA","118.480218298","2.17292690871453e-26","7.27762070472955e-25"
"11516","SDHC",NA,"NA","118.192759664354","2.47957401678268e-26","8.28858765145808e-25"
"9618","MPRIPP1","ENST00000217426","NA","118.05269333621","2.64434064215132e-26","8.82229632773342e-25"
"8818","TARS2",NA,"NA","117.974681083667","2.74082065402427e-26","9.12656311037522e-25"
"3456","PLK1","ENST00000518493","pgAmat3398.csv","117.861559513464","2.88702016064312e-26","9.59490046466045e-25"
"17011","C21orf59","ENST00000227135","NA","117.730789757158","3.06579187759024e-26","1.01694846887744e-24"
"6588","RP11-730A19.9","ENST00000520132","NA","117.551576200439","3.3289418270859e-26","1.10212208152679e-24"
"12328","CSPG4P12","ENST00000496160","pgAmat589.csv","117.47782469813","3.44370114585803e-26","1.13793581649557e-24"
"3543","CASP3","ENST00000317045","pgAmat8480.csv","117.339985073754","3.66891576343234e-26","1.21004202716866e-24"
"4223","ABCG2","ENST00000455694","NA","117.320851578706","3.70132280515489e-26","1.21840496607022e-24"
"14245","SNRPG","ENST00000519345","NA","116.90529725771","4.48043610989426e-26","1.47207028234206e-24"
"963","DLGAP5","ENST00000471915","NA","116.423385778025","5.59199866477981e-26","1.83379356593405e-24"
"16746","DDX39A",NA,"NA","116.160487928525","6.3108639649579e-26","2.06561270913641e-24"
"15748","PDPR",NA,"NA","116.103590096958","6.47824506570409e-26","2.11639000426272e-24"
"4959","CENPC",NA,"NA","116.051653266253","6.63491178527877e-26","2.16348199006015e-24"
"8108","CACYBP","ENST00000633432","NA","115.93366985294","7.00505762990505e-26","2.2798758184561e-24"
"12754","FAAP24",NA,"NA","115.857846080174","7.25378612823535e-26","2.35598430649569e-24"
"13915","RP11-213G2.3","ENST00000523170","NA","115.854139062537","7.26617078672723e-26","2.35598430649569e-24"
"2182","RPL7P12",NA,"NA","115.812264048171","7.40754952440228e-26","2.39732717005094e-24"
"2297","TFG","ENST00000436723","NA","115.479899692325","8.63196669229865e-26","2.78836725937019e-24"
"12234","TIMM17B",NA,"NA","115.438383770151","8.79851776836789e-26","2.83686537449503e-24"
"9021","ATP6V1F","ENST00000482189","pgAmat19596.csv","115.231150934922","9.67928428042824e-26","3.11503521293037e-24"
"15856","HIGD1AP11","ENST00000370449","NA","115.004426115345","1.07444031828297e-25","3.4471263428443e-24"
"6183","SMC4","ENST00000633345","NA","115.003077722369","1.07510768359743e-25","3.4471263428443e-24"
"12931","ADSS","ENST00000622242","pgAmat13385.csv","114.976664884818","1.0882643517008e-25","3.48284898631356e-24"
"5987","REV1","ENST00000525816","pgAmat5248.csv","114.688432959177","1.24275887516502e-25","3.96993694650681e-24"
"10135","CCNB2","ENST00000511263","pgAmat22240.csv","114.569980814301","1.31245309223275e-25","4.18483659408975e-24"
"12195","RP11-284B18.3","ENST00000297373","NA","114.412470926919","1.41123063435734e-25","4.49150788636529e-24"
"1617","MT-ND5",NA,"NA","114.263382452647","1.51157970151147e-25","4.80204419145611e-24"
"15795","MEIS3P1","ENST00000434498","pgAmat20509.csv","114.164171503681","1.58228789293858e-25","5.01744942491091e-24"
"4544","PKM","ENST00000527159","pgAmat1341.csv","114.069322542489","1.65298361335221e-25","5.23202615493641e-24"
"13632","ANKRD33B",NA,"NA","113.986250676476","1.71749607419677e-25","5.42628284355915e-24"
"7688","PRDX1",NA,"NA","113.943668389761","1.75153666024896e-25","5.52373294934716e-24"
"8766","ZMYND19","ENST00000524390","NA","113.665397252395","1.99125442001486e-25","6.26828030723074e-24"
"14352","DSE","ENST00000380336","pgAmat3815.csv","113.648309212138","2.00700314277459e-25","6.30636878426007e-24"
"429","CH17-472G23.1","ENST00000243045","NA","113.408958142197","2.24117141355986e-25","7.02938736282059e-24"
"570","EXTL2","ENST00000505987","pgAmat5919.csv","113.211890510254","2.4543840530097e-25","7.68417847900608e-24"
"9306","PTTG1",NA,"NA","113.033853833802","2.66442881703863e-25","8.32670141339269e-24"
"6391","HSPE1",NA,"NA","112.781944020211","2.99275993080405e-25","9.33589839786201e-24"
"12917","ALDH6A1","ENST00000618156","NA","112.14591958558","4.01365862557077e-25","1.24980267328133e-23"
"11179","RNF11","ENST00000361807","NA","111.950153536562","4.39327487270557e-25","1.36554993435427e-23"
"3091","RAD1",NA,"NA","111.918792470739","4.45734613454266e-25","1.38297766422201e-23"
"44","TOMM40","ENST00000418396","pgAmat12041.csv","111.786607011362","4.73785462521856e-25","1.46737640919404e-23"
"2254","FKBP4","ENST00000301071","NA","111.738526453041","4.84421490652529e-25","1.49763366752361e-23"
"5598","CLK3P2",NA,"NA","111.530270821396","5.33322241319997e-25","1.64532540540715e-23"
"2398","EZH2","ENST00000323853","NA","111.527124955061","5.34097646356563e-25","1.64532540540715e-23"
"13834","MPHOSPH8","ENST00000554095","pgAmat11479.csv","111.488178559162","5.43791364033615e-25","1.67220682441796e-23"
"7375","OR7E12P","ENST00000344063","NA","111.429621808555","5.58698823618495e-25","1.71499699285521e-23"
"14406","CBX3",NA,"NA","111.40357064455","5.65461895857672e-25","1.73267951847736e-23"
"7212","MPV17L2","ENST00000298585","NA","111.125497990492","6.42967251099322e-25","1.96668319176964e-23"
"15384","SNRPC","ENST00000522922","pgAmat3799.csv","110.998986458698","6.81668508008453e-25","2.08137723593676e-23"
"2897","RBM45","ENST00000419995","pgAmat30163.csv","110.742303172936","7.67511059864765e-25","2.33935205230739e-23"
"16478","TPT1",NA,"NA","110.597790481833","8.20522369789956e-25","2.49652598498416e-23"
"13863","CDCA4","ENST00000223321","NA","110.584045878111","8.25751456500715e-25","2.50802050461254e-23"
"3999","RPL7P18",NA,"NA","110.439012507385","8.83005675182937e-25","2.67721124184413e-23"
"14876","BMP6","ENST00000446783","pgAmat9558.csv","110.106770151742","1.02960695607238e-24","3.11622896932449e-23"
"10343","CHCHD1","ENST00000434624","pgAmat44250.csv","110.084316229826","1.0403523653012e-24","3.14324642956912e-23"
"11617","BUB1",NA,"NA","110.012327439971","1.07556623272222e-24","3.24396782441629e-23"
"12325","HSPA8P11","ENST00000436904","pgAmat3563.csv","109.851333749637","1.15869962141494e-24","3.48861443506845e-23"
"3030","ORMDL2","ENST00000608855","NA","109.695857406887","1.24508961640521e-24","3.74219804360257e-23"
"11398","TUBB4B","ENST00000424055","pgAmat11951.csv","109.620658087255","1.28916045945992e-24","3.8679290035393e-23"
"3917","CXCR2",NA,"NA","109.584531805315","1.31088477331854e-24","3.92629300736414e-23"
"17083","STIP1","ENST00000411859","pgAmat28205.csv","109.434936327364","1.40481664671184e-24","4.20035316409585e-23"
"4121","ATXN2L",NA,"NA","109.370452581134","1.44735875405101e-24","4.3200784088963e-23"
"16800","MT-ND6","ENST00000255390","NA","109.365048887682","1.45098182908741e-24","4.32342551211874e-23"
"8157","SH3GL1","ENST00000432147","NA","109.360730879585","1.45388350238501e-24","4.32461526475349e-23"
"3772","POLE2","ENST00000596904","pgAmat19596.csv","109.290763463106","1.50171971201956e-24","4.45923025139553e-23"
"13243","COX20","ENST00000393473","NA","109.269688592148","1.51643511914253e-24","4.49520269794533e-23"
"12479","GEMIN7","ENST00000264220","NA","109.166825469346","1.59035852574214e-24","4.70626302086912e-23"
"14316","RPS25","ENST00000469983","pgAmat33022.csv","109.154295283863","1.59960668012586e-24","4.72553891383506e-23"
"14324","MTCH2",NA,"NA","109.086001245448","1.65096778081804e-24","4.8689462778323e-23"
"16448","SHCBP1","ENST00000592196","pgAmat36972.csv","108.994849974168","1.72210228026136e-24","5.07008034198924e-23"
"9392","UBE2SP2","ENST00000406999","pgAmat2825.csv","108.419401327186","2.24775908805515e-24","6.60642390472264e-23"
"11906","CENPO",NA,"NA","108.335422014506","2.3368886520411e-24","6.84760805070166e-23"
"10290","FAM76A","ENST00000453325","pgAmat29800.csv","108.3346319636","2.33774375067352e-24","6.84760805070166e-23"
"7755","ILF2","ENST00000445028","pgAmat20469.csv","108.212096346716","2.47423528816369e-24","7.23514961929692e-23"
"6572","NMRAL1","ENST00000436426","pgAmat20509.csv","108.14515066452","2.55214905788486e-24","7.45037838148077e-23"
"5664","RYK",NA,"NA","108.047037282092","2.67079971504358e-24","7.78360213750136e-23"
"15483","RNF34","ENST00000465229","NA","108.032463398642","2.68888955312905e-24","7.82312950457512e-23"
"9347","OSBPL9",NA,"NA","107.813801555554","2.97551878026703e-24","8.64250681690334e-23"
"16320","SNRPEP2",NA,"NA","107.75385646636","3.05931137264806e-24","8.87097636612481e-23"
"5994","ATP6V1G1",NA,"NA","107.64265393482","3.22106362344099e-24","9.32435871696938e-23"
"10563","BNIP3L","ENST00000443064","pgAmat9417.csv","107.508402700853","3.42779988952884e-24","9.90622703860158e-23"
"16365","LAGE3","ENST00000323164","pgAmat36759.csv","107.373576608514","3.64880262901845e-24","1.05273133613851e-22"
"3198","RP11-762B21.5",NA,"NA","107.306055704909","3.7647894492822e-24","1.08438485437492e-22"
"14780","FAM86DP","ENST00000600859","NA","107.062006848902","4.21568599154117e-24","1.21223769227645e-22"
"2663","FRG1JP","ENST00000424470","pgAmat3883.csv","106.980664405519","4.37768903578073e-24","1.25673126106915e-22"
"9138","CISD2","ENST00000425064","pgAmat38615.csv","106.706253526015","4.97164679510884e-24","1.42487562044894e-22"
"13946","PPIAP22","ENST00000428586","pgAmat23181.csv","106.675519453534","5.04300819935777e-24","1.4429348957169e-22"
"9400","LSM12",NA,"NA","106.449541191669","5.60019855399626e-24","1.59971291587047e-22"
"12906","MRPL42","ENST00000509133","pgAmat23825.csv","106.295966142692","6.0136696672311e-24","1.71498744536449e-22"
"2240","PGBD4P3","ENST00000514230","pgAmat15876.csv","106.258539012147","6.11898648427223e-24","1.74214702506084e-22"
"4336","LYRM9",NA,"NA","106.141469578014","6.46048896626576e-24","1.83635148544416e-22"
"4125","TCF3",NA,"NA","106.123028669043","6.51599704097985e-24","1.84908802729415e-22"
"26","GGT3P",NA,"NA","106.053056643896","6.73099743823665e-24","1.90696881520665e-22"
